file_name,speaker,age,gender,accent,native_language,country,region,source,spoof_or_real,train_or_val
42ea4dd7e05f7dcefc43892fe706b70d,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
b2da2619b8c9c59f8801bc4ac6c75adf,n/a,46 - 65,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
6c972983f6f7b0062bce1804268f9a66,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
cf6c74ad741fca6e479b5a4643744549,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
e01919f603f687e8bc64567356adbb04,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
2828f9a25e8ca60da1ec33725e435e5f,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
d1dbd1f593f96c612a5bf73dd355421a,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
bcd2fce83e2cd569c550609b25f71e65,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
3d60977a3c7c843e46be8bbac88d84da,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
9dce956e98d8b0d7669e7ecb0ebf7775,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
e38178ed8ff9f1ce069582a6c10cafff,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
169d248146e46d8cee85b12a8c381459,n/a,46 - 65,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
265fda873b4cd93f2a0fe5ec3507d284,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
3e47be2488c6a9fca6ae69cad43cfc50,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
def94e31e2b6b308a63219a2cae688b6,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
12b5f58763514af122d1765b5e6728f0,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
d79d7b91ecbc7ff32935841d932548c8,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
eb7941dde4f883c899f0b6dbc626a342,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
3f7dbda150f575336bbba43440006d41,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
64c6d0f5b16f60aa4d90b1a19a604f0e,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
be5e0a64e453c73391b6045a025f33c8,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
1a2c983919a06ac79138c293838b18d7,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
dba51e8802848ca3e98a97902a3f976c,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
a6aa7b661ecd1b2366afd462be543c8d,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
0a877b77f4181fcbf0849998ec6cd4d7,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
eae60791166fbcd4cb60c835a7cd417e,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
42223bc1f357ec393476da21391f64bc,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
2f2217ea9d5e423d08724c9e213b8923,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
9ed990473c6f8584687a5c45c308c6c7,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
4ea1b0473ba6e0dd0c82b5bd49d777c9,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
dadc2e9e34805a1e68ee7d79be331675,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
9afaa31b84119f749e0a41906337f9ed,n/a,46 - 65,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
19d046cb0c2d26f022fa98489a56470c,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
9661c7cefa0d5479d018c439bd4c637b,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
8423735711a88c50e9dffe055e296e25,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
7e34b9e2f21c3d8b492b444dcb22a0dc,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
3ac4b14d1f91aef488c690a985a4aa84,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
68b7eb99131b8eae56927605c73670c6,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
3fbb465523733a2abb3a4442994c7f1f,n/a,46 - 65,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
fcfb115d86770f1d375ab5db0870f32e,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
8e1c3b22dd0b6027960e421499a917a9,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
d98cca085adc5967b8ab952f0070a5e2,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
c16bf8ee4f56fc57c3513b5860229d0f,n/a,46 - 65,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
91dd96d402956bdba61cca5fa85cb85f,n/a,46 - 65,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
5f477cf70057c9286ab18146c93f0e60,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
a35f075ddd9780057d106f4a6333485b,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
d00e8baa01fdb80acfa926938521240f,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
71bba6949e9458f58eb2c2c579e91bd5,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
d272e8873866b5ce82e23b7f44b1372f,n/a,46 - 65,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
d2bd6e8326c8d12c075a54da46547ad7,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
3e6d3eb0870c5b17e601c87e109612e5,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
4ac5d7cd9f906e5b454691d219444f6e,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
02cf0fd41613b1de96e1902f90e8d1eb,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
687c379da9231e3e390bbcab76924a52,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
00921535fa2f0f097fdede9b748125cf,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
fa7cbe5d90ea28343feef089aab20950,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
807d7012a476dfc10208c6e5e3cf8235,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
51a7457621887890fe98bc0f58da0b72,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
6b083aad686c1a5428cb9faff3998db5,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
47ecf46fbba2fcc6adae18f77a64ae9a,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
754e649ff8d022fa0c40de895586ba5b,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
d7f1904a549886e8353cf0fa73d04b08,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
a47ff5b921274412733d039da7bb42cb,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
1fda33c94065a48713900797598150a0,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
6877e83633be766f4d3801fdd4c449cf,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
5d0a751ed971319453fea11129d1c25b,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
76526d9b5b8b41b0aa00159dc892f9d9,n/a,18 - 22,female,n/a,marathi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
8ebdead47a6da8b224ac880979fc33fd,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
9a72a9eb8756e916d469f3af5573965a,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
2048b0b8816565efd951d96dd0cae019,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
62ef0c226416bcc799be1b64ecb4f2de,n/a,46 - 65,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
4ee0bcc7e233cc1075b59e36ad98e291,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
0d43cd5c35ea68543acfd25c2a30d444,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
612eb95a634b94dfcede37e8a5353bd1,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
3edbf05d220fa9f52beb3e984f6078dc,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
cbda6927de77458d71252a6cf493477d,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
50f3f30236718a123e5dc9244ae5ca51,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
c19b8c460eaa937a3c73e10eabea3330,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
9a846d7283f920b43b9f2c679c9d20e9,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
13dc11d0131f36bd0d5ce913e207f9e9,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
a5fae64aafadf028d317b62522a446ef,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
321ec505c61e1c87a7695c25a401e534,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
56a4049dbaabf41fd8c39bc74de31c91,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
1bbdb836b1b485517c97fba0a6727c6d,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
e7aedbfc2dd0ac0816bc48a5fe3b1fa1,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
8b19144f69899a019bc0fbadcdb2c569,n/a,46 - 65,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
9c370fe03399bf1f59d22b9466e2c0bf,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
d037617cfaf1f2b98d2fc88725daa33d,n/a,46 - 65,female,n/a,nepali,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
5873746ecfcfb7e9dbb8905e49d218d0,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
1485f39500388c731f2f432884e7e6db,n/a,31 - 45,female,n/a,urdu,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
4df3192daec80c0660e1f227da085c18,n/a,31 - 45,female,n/a,hindi,"Asian, South Asian or Asian American","south asia (india, pakistan, bangladesh, sri lanka, nepal)",asr_fairness,real,train
9e02be75906bc32de7ed83bdfa1311ed,n/a,23 - 30,female,n/a,tagalog,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
23c513defb6b5d85c0716ab76d584a8e,n/a,23 - 30,female,n/a,indonesian,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
c86f27e8bdcb36bd3b12c8cf51e0a1a4,n/a,31 - 45,female,n/a,malay,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
5f1e4c68ac58cbd60833cbb3fc42af15,n/a,23 - 30,female,n/a,hmong,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
bb75fb8d1ebbffdf9e50119c4b854b43,n/a,31 - 45,female,n/a,tagalog,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
a95b40f5e13ae75e2001269fdc63a974,n/a,23 - 30,female,n/a,hmong,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
3006ecc6ea80964936287e2d1a25547f,n/a,31 - 45,female,n/a,indonesian,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
8955febdd0c19ebdb70f1b424ce90533,n/a,31 - 45,female,n/a,filipino,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
b3c4d579296464c04e85110c2ad1d96a,n/a,31 - 45,female,n/a,malay,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
ac7387ac0dcb5a6c26ee57919e30fcc1,n/a,31 - 45,female,n/a,malay,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
3b852f34776630d78f1a4e84f6dfbaab,n/a,23 - 30,female,n/a,hmong,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
6e55e6c0cd2389baae8a436c9e5e13d5,n/a,31 - 45,female,n/a,tagalog,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
0e512ea100906a396d655a4b449b46ea,n/a,31 - 45,female,n/a,malay,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
e201246b4d455614837bccc73e2f6654,n/a,31 - 45,female,n/a,malaysian,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
12f4debb3fa18795d9d380186c9a5a40,n/a,31 - 45,female,n/a,malay,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
8cc39f302d01f5a4a88dac69928a7996,n/a,31 - 45,female,n/a,malay,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
b19a7fbf89c8b71e8496819764ce42fc,n/a,31 - 45,female,n/a,malay,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
d83c33e6855f39f72192ff230d21fa4c,n/a,31 - 45,female,n/a,filipino,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
568455cd74dbefb197689d5ec1184008,n/a,18 - 22,female,n/a,vietnamese,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
fc39b390935aa869ecabe58f6b814d3d,n/a,31 - 45,female,n/a,tagalog,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
d57e9924d6952888bd07b3c3eef28a65,n/a,31 - 45,female,n/a,malay,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
2388a70364640b0331ad26be77c87754,n/a,31 - 45,female,n/a,tagalog,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
56a0757c4b3d22d37ff0a2350cec6ef0,n/a,23 - 30,female,n/a,hmong,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
fc6f07ae5d53e1180457dfb65afc5c7c,n/a,31 - 45,female,n/a,malay,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
14b9cb3c5d0e3d6c0aadc09b8b925a76,n/a,18 - 22,female,n/a,vietnamese,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
eb6d605d7698fcbad5bc064b843230fc,n/a,31 - 45,female,n/a,tagalog,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
e7e1cd9e888698cefda2e0948ebfa424,n/a,31 - 45,female,n/a,tagalog,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
7c6d311697faa3fb713decc939debacd,n/a,31 - 45,female,n/a,tagalog,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
b79cc64782cb9e9d97df5e2cac5725ac,n/a,31 - 45,female,n/a,malaysian,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
56a920c71558a9b398ff4ceaeb443035,n/a,31 - 45,female,n/a,tagalog,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
2f2b4e7a93f49dd062b62ecde3474085,n/a,23 - 30,female,n/a,hmong,"Asian, South Asian or Asian American","southeast asia (singapore, malaysia, the philippines, indonesia, thailand, vietnam, myanmar, cambodia, and others)",asr_fairness,real,train
